koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
FALSE POSITIVE,213.6103207,141.655562,0.977,10.7643,110990.0,46.07,291,1.69,534.5,5931,4.553999999999999,0.845,290.75183,49.972301,15.619000000000002
FALSE POSITIVE,170.86584919999999,299.660385,0.684,16.9895,29841.0,24.4,387,5.33,897.0,5989,4.221,1.324,281.05593999999996,43.92374,14.412
FALSE POSITIVE,10.21507506,133.64546,0.1,3.395,258.6,1.5,780,87.48,17.4,5406,4.433,0.95,288.10607999999996,38.659061,14.338
CONFIRMED,31.0572947,147.56275,0.335,3.4010000000000002,636.6,1.85,480,12.57,15.8,5395,4.615,0.7340000000000001,295.62469,42.545898,15.956
CONFIRMED,15.162228699999998,144.474,0.9590000000000001,7.332000000000001,479.8,3.12,829,111.74,28.5,6325,4.409,1.112,294.33847000000003,50.33654,15.212
FALSE POSITIVE,12.2141545,141.3677,1.175,10.262,535.8,18.13,683,51.37,24.7,5435,4.578,0.8240000000000001,299.03641,40.583172,15.352
CONFIRMED,5.34182466,136.3186,0.07,3.577,70.5,0.95,1125,379.09,19.2,5767,4.287,1.135,288.66077,43.36808,13.455
CONFIRMED,2.131945045,133.65547,0.209,1.8061,269.4,1.66,1418,955.16,22.9,5845,4.468999999999999,1.013,290.17618,46.698341,15.545
CONFIRMED,12.9462567,139.4165,0.109,9.568,168.7,1.13,764,80.34,15.7,6058,4.54,0.867,295.46234,40.77697,15.079
FALSE POSITIVE,89.465468,170.8426,0.9309999999999999,9.88,67.9,2.57,549,21.43,5.7,5192,3.773,2.46,284.79694,45.099090999999994,12.998
CONFIRMED,18.016122699999997,145.24168999999998,0.023,4.016,499.5,2.39,768,82.38,16.7,6245,4.406000000000001,1.065,292.86984,46.741859000000005,15.394
FALSE POSITIVE,40.8777605,163.43477,1.262,9.745,719.1,29.55,526,18.15,23.6,5930,4.489,0.937,292.35745,42.389148999999996,15.59
CONFIRMED,21.30181863,191.84136,0.086,3.8763,87.3,0.72,564,23.89,32.4,5437,4.571000000000001,0.7809999999999999,284.05953999999997,44.518215000000005,9.705
CONFIRMED,4.14789051,135.53291000000002,0.878,3.8289999999999997,137.6,1.93,1389,878.32,16.4,6150,4.223,1.4169999999999998,297.90578999999997,40.162861,14.725
FALSE POSITIVE,1.96433113,131.65195,0.16,2.381,139.1,1.33,1638,1704.63,14.2,6306,4.405,1.121,297.40906,39.490292,15.083
CONFIRMED,0.9685276829999999,131.50954,0.941,1.3672,114.6,1.21,1677,1867.0,16.9,5580,4.538,0.8859999999999999,289.88437000000005,45.211498,14.511
FALSE POSITIVE,0.366197145,133.55969,0.319,1.2335,275.3,51.34,9983,2335438.28,16.7,4448,1.694,31.5,296.9679,40.926769,11.059000000000001
CONFIRMED,4.164384505,171.08793500000002,0.59,1.8464,2338.0,2.54,590,28.75,132.1,3808,4.754,0.508,298.25812,47.604939,14.752
CONFIRMED,2.10433534,133.31611999999998,0.872,1.1168,242.1,0.79,662,45.34,20.7,3605,4.837,0.433,285.92888999999997,38.520981,14.488
FALSE POSITIVE,1.378649746,169.780113,0.099,1.2232,22462.0,6.51,734,68.34,172.2,3440,4.82,0.439,285.18512000000004,49.565369,15.373
FALSE POSITIVE,1.112207126,131.8505,0.402,1.35,54.7,0.73,1797,2467.09,13.0,6046,4.486000000000001,0.972,291.5321,50.681599,13.823
FALSE POSITIVE,1.303576682,133.0758,0.08,1.021,245.5,1.51,1694,1940.45,22.1,6045,4.494,0.955,293.62442000000004,38.732479,14.834000000000001
CONFIRMED,5.19103699,135.21628,0.11699999999999999,4.2219999999999995,290.1,1.92,1183,462.91,25.2,6321,4.417,1.125,293.12737999999996,42.320099,15.437999999999999
FALSE POSITIVE,4.79176993,134.03502,0.37200000000000005,4.52,116.6,0.81,883,143.74,23.0,5138,4.5360000000000005,0.7559999999999999,290.23987,39.564529,14.287
FALSE POSITIVE,0.7597620209999999,131.79506,1.183,4.912,227.0,24.2,2280,6419.35,65.3,6386,4.402,1.123,290.53607,40.705849,14.870999999999999
CONFIRMED,6.49441464,132.25189,0.9109999999999999,2.344,357.3,1.75,732,68.05,17.7,4769,4.5569999999999995,0.742,284.58578,47.079529,15.602
CONFIRMED,2.576571021,172.126911,0.187,1.5997,852.8,1.57,717,62.42,63.6,3834,4.708,0.539,292.29458999999997,40.591789,15.264000000000001
CONFIRMED,28.475000599999998,154.5706,0.835,4.718,763.8,2.64,489,13.5,21.4,4996,4.497,0.831,285.86929,42.728088,15.86
CONFIRMED,14.796630599999999,142.74483999999998,0.182,5.6129999999999995,56.1,0.98,874,138.25,22.4,6175,4.2989999999999995,1.307,281.83533,44.155918,11.714
CONFIRMED,11.25401871,136.8901,0.603,4.7589999999999995,433.4,2.42,888,147.13,17.0,5995,4.351,1.1179999999999999,280.25838999999996,43.835758,15.165999999999999
CONFIRMED,9.18244299,134.04601,0.257,4.3180000000000005,87.6,1.24,1052,289.74,20.3,6194,4.242,1.314,290.99527,45.192211,13.222999999999999
FALSE POSITIVE,119.682075,176.0877,1.2590000000000001,31.28,1704.1,30.39,351,3.59,38.1,5778,4.531000000000001,0.9109999999999999,291.20081,38.747849,15.902999999999999
CONFIRMED,42.9923284,162.50531999999998,0.643,4.726,1120.1,3.32,496,14.33,34.1,5593,4.45,0.945,296.13281,48.977402000000005,11.921
CONFIRMED,6.88341278,172.66227,0.083,2.0674,487.4,2.63,1080,321.63,35.4,6139,4.359,1.193,284.63518999999997,40.71983,10.868
FALSE POSITIVE,4.593595496,134.88971,1.147,2.7468,45034.0,44.14,1022,258.12,92.0,5717,4.538,0.884,297.46594,48.089329,16.444000000000003
CONFIRMED,11.172672300000002,140.00763999999998,0.504,6.106,76.8,1.5,1019,255.06,17.0,5616,4.004,1.6740000000000002,289.65125,43.824421,13.349
CONFIRMED,2.53573284,133.01581000000002,0.054000000000000006,3.989,68.0,1.36,1671,1842.18,25.5,5616,4.004,1.6740000000000002,289.65125,43.824421,13.349
CONFIRMED,11.8376933,142.21212,0.557,3.3810000000000002,92.9,1.0,826,110.03,12.7,5772,4.351,1.003,287.79819,45.656712,13.987
CONFIRMED,18.5525162,135.51322,0.78,4.385,771.5,2.53,612,33.14,17.2,5569,4.566,0.8290000000000001,294.57623,38.45697,15.714
CONFIRMED,13.0313583,144.11543999999998,0.813,4.521,573.3,2.88,774,84.94,18.9,5514,4.345,1.071,299.16953,43.44109,15.829
CONFIRMED,40.99050020000001,132.4136,0.048,7.336,297.3,2.41,627,36.5,15.4,5842,4.17,1.41,287.83847000000003,43.153228999999996,15.272
CONFIRMED,8.00504749,138.71228,0.054000000000000006,3.32,187.5,1.52,1035,271.68,15.6,6398,4.4110000000000005,1.101,296.30197000000004,50.672321000000004,14.79
CONFIRMED,12.13070414,139.89855,0.083,3.843,211.2,1.61,901,155.85,15.3,6398,4.4110000000000005,1.101,296.30197000000004,50.672321000000004,14.79
FALSE POSITIVE,40.8792243,163.41583,0.79,7.005,413.6,1.62,437,8.59,23.4,5383,4.609,0.72,292.36026,42.398022,14.923
CONFIRMED,18.826287699999998,134.70322,0.198,2.344,795.8,2.34,591,28.85,19.9,5215,4.481,0.845,285.14264,49.800671,15.279000000000002
CONFIRMED,3.41045981,131.58061999999998,0.971,2.866,136.2,1.06,892,149.88,22.5,4983,4.66,0.6509999999999999,286.75278,49.064910999999995,14.139000000000001
CONFIRMED,4.76702759,132.69368,0.077,2.013,163.4,1.19,1046,282.97,14.3,5629,4.43,0.937,297.46362,48.181412,14.431
CONFIRMED,13.62801048,135.45073,0.927,3.5374,912.8,3.28,639,39.48,26.7,5052,4.48,0.855,284.6062,41.196381,15.462
CONFIRMED,16.83203175,140.53041000000002,0.5329999999999999,4.031000000000001,326.0,1.86,690,53.44,21.6,5518,4.4,1.008,294.00946,42.880772,14.834000000000001
FALSE POSITIVE,13.37499553,142.38153,0.045,1.639,458.1,2.01,703,57.85,16.9,5263,4.404,0.961,283.1788,41.989922,14.738
FALSE POSITIVE,4.35370136,134.09426000000002,0.535,1.913,168.9,1.33,1179,456.83,12.2,5992,4.382,0.985,295.26068,40.766391999999996,14.685
CONFIRMED,18.59611518,141.26331000000002,0.013999999999999999,2.3052,813.8,1.53,371,4.48,27.6,3834,4.708,0.539,292.29458999999997,40.591789,15.264000000000001
CONFIRMED,5.77440326,132.96695,0.425,1.768,245.3,0.8,529,18.6,11.8,3808,4.754,0.508,298.25812,47.604939,14.752
CONFIRMED,11.47685263,139.63194,0.07,2.7560000000000002,240.6,1.58,796,94.94,16.5,5550,4.3839999999999995,1.032,289.13467,47.062988,15.050999999999998
FALSE POSITIVE,0.759706632,131.7692,0.52,1.0896,39.7,1.38,3834,51080.76,21.6,8621,4.101,2.094,284.03292999999996,42.168709,12.437999999999999
CONFIRMED,4.37033233,131.92696,0.09300000000000001,2.845,177.8,1.56,1191,475.39,17.7,5657,4.282,1.182,287.40533,45.918011,15.133
FALSE POSITIVE,1.08070294,131.86686,0.688,3.363,145.6,1.04,1565,1419.52,17.6,5482,4.539,0.813,291.28632000000005,49.24308,15.985999999999999
FALSE POSITIVE,4.74254518,133.13916,0.051,1.023,305.7,1.77,1118,369.34,13.2,6046,4.478,1.0070000000000001,286.50739,41.922131,14.413
FALSE POSITIVE,18.13559979,138.31557,1.194,2.019,452.7,24.49,744,72.36,16.4,6184,4.448,1.038,287.76083,40.742771000000005,14.99
CONFIRMED,3.70429015,132.21478000000002,0.001,3.37,55.7,1.45,1839,2708.57,15.9,6732,3.958,1.9269999999999998,282.30121,46.516201,12.402000000000001
CONFIRMED,37.333116499999996,162.90453,0.851,7.643,187.8,2.5,657,44.17,22.5,5623,4.079,1.588,287.80557000000005,45.340548999999996,13.610999999999999
CONFIRMED,6.03355539,137.121,0.35,10.049,89.5,3.34,1598,1540.84,26.1,4924,3.3560000000000003,3.588,286.71564,48.645278999999995,13.274000000000001
FALSE POSITIVE,0.933746783,131.51962,0.006999999999999999,4.255,417.5,1.3,1309,696.63,62.8,4643,4.61,0.6629999999999999,292.84448,47.550419,15.647
FALSE POSITIVE,6.09740316,133.32402,1.2051,4.635,568.5,45.49,1826,2630.31,14.0,8828,4.227,1.828,299.54865,41.241371,13.424000000000001
CONFIRMED,2.7612237,131.6081,0.23800000000000002,3.681,66.8,1.84,2017,3906.36,14.2,6381,3.897,2.2319999999999998,285.7135,41.605885,13.321
FALSE POSITIVE,62.682576899999994,182.22959,1.095,2.327,398.9,39.8,916,166.36,17.8,7058,3.648,3.1010000000000004,289.37381,50.934340999999996,13.072000000000001
FALSE POSITIVE,50.571580499999996,161.11366,0.07400000000000001,3.7260000000000004,1282.6,2.74,406,6.44,19.9,5262,4.59,0.7829999999999999,282.0174,44.38578,15.812000000000001
CONFIRMED,2.032319072,132.32157,0.133,1.6762,315.5,1.87,1542,1333.35,24.5,6156,4.4430000000000005,1.05,289.18667999999997,50.937560999999995,15.298
FALSE POSITIVE,4.100870416,168.1460533,0.938,8.15361,123520.0,82.46,1413,939.61,2619.2,5923,4.118,1.51,287.16486000000003,39.376942,11.26
CONFIRMED,4.35407371,132.85695,0.7340000000000001,2.427,277.1,1.63,1043,279.53,19.0,5455,4.421,0.909,290.74432,43.26078,15.404000000000002
CONFIRMED,13.71218522,135.51875,0.68,2.437,786.7,2.47,676,49.26,22.6,5550,4.562,0.831,294.53354,46.618271,15.935
CONFIRMED,7.46718958,136.39348,0.486,3.633,75.7,1.04,1035,271.25,18.8,6161,4.399,1.169,288.0593,51.35445,12.77
CONFIRMED,51.1319346,137.1568,0.8290000000000001,6.019,382.3,2.43,542,20.36,19.6,6071,4.353,1.107,285.21985,38.805882000000004,14.423
CONFIRMED,9.549277089,175.757183,0.068,1.5832,1826.9,1.57,374,4.62,112.2,3547,4.899,0.369,284.92184,45.972401,14.485999999999999
FALSE POSITIVE,1.228721184,133.49967,0.20800000000000002,1.041,465.6,1.62,1324,728.99,26.4,4897,4.542,0.764,291.85318,45.11092,15.76
CONFIRMED,4.69505576,133.93643,0.204,3.0580000000000003,240.0,1.49,1098,343.6,15.9,5999,4.494,0.9590000000000001,290.68523999999996,43.859638000000004,15.710999999999999
FALSE POSITIVE,0.569115976,132.01945,0.068,2.028,796.9,1.8,1589,1504.24,59.8,4788,4.61,0.6559999999999999,290.65125,41.234505,12.093
CONFIRMED,7.258450122999999,138.34469099999998,0.05,5.7297,3714.7,5.53,880,141.3,288.6,5638,4.513,0.92,290.63651,38.707668,14.747
FALSE POSITIVE,6.095984099999999,135.0254,0.657,10.39,112.7,0.99,988,225.07,29.2,5826,4.43,0.885,296.1181,50.51659,14.104000000000001
CONFIRMED,22.922118100000002,133.66805,0.603,8.2,140.3,1.33,684,51.7,24.0,5897,4.357,1.081,291.57898,44.531712,13.578
CONFIRMED,7.42697378,133.099,0.337,3.2060000000000004,205.2,1.4,899,154.52,15.4,5573,4.434,0.982,297.07037,42.977740999999995,14.985
FALSE POSITIVE,5.46091846,131.66849,0.4,1.781,172.0,1.25,1106,353.34,21.2,6319,4.465,0.93,295.78381,43.1824,14.332
CONFIRMED,3.17323012,133.69978999999998,0.085,1.9094,204.5,0.88,830,112.21,21.4,4500,4.632,0.633,284.82802999999996,44.60873,14.993
CONFIRMED,5.398752862,173.858666,0.015,3.4303,346.5,2.21,1140,398.33,289.6,5790,4.279,1.198,291.03232,49.040271999999995,9.997
FALSE POSITIVE,5.26648126,131.6902,0.40299999999999997,1.964,97.8,1.07,1155,420.53,16.0,6204,4.394,1.065,293.96689,42.841888,13.648
FALSE POSITIVE,2.67596808,133.70492,0.115,2.021,420.6,1.57,998,234.19,17.5,4732,4.53,0.795,294.0704,38.181702,15.595999999999998
CONFIRMED,7.41683033,137.96389,0.873,7.274,72.6,3.36,1425,973.85,20.6,4938,3.45,3.324,290.62183,51.057301,13.007
CONFIRMED,8.63050092,139.57438,0.595,3.1439999999999997,325.8,1.43,739,70.63,14.9,5352,4.599,0.764,289.37703999999997,40.00116,15.868
FALSE POSITIVE,12.49117388,136.31491,0.747,2.8480000000000003,189.9,1.36,763,80.08,17.0,5753,4.461,0.9109999999999999,287.13828,41.77771,14.520999999999999
CONFIRMED,3.27645723,131.97924,0.001,2.219,323.0,1.71,1195,482.56,17.9,5812,4.504,0.963,284.90573,43.949162,15.934000000000001
FALSE POSITIVE,8.44326557,136.26748,0.42,3.353,359.5,1.97,934,179.79,19.0,6081,4.468,1.023,284.28258999999997,46.991638,15.350999999999999
FALSE POSITIVE,16.932928399999998,132.15407,0.319,1.218,488.3,2.46,793,93.34,20.4,6310,4.417,1.095,290.06293,39.922272,14.779000000000002
CONFIRMED,1.9169408719999999,132.46733999999998,0.405,1.4243,105.1,0.89,1246,571.25,17.7,5083,4.468,0.872,294.88965,49.379768,14.1
FALSE POSITIVE,2.17489806,134.11887,0.76,4.599,74.8,1.08,1496,1187.26,29.3,5749,4.323,1.15,297.78647,45.41748,13.655
CONFIRMED,28.625350199999996,158.11827,0.021,4.551,652.7,2.38,573,25.54,18.3,5774,4.508,0.941,285.80322,44.873428000000004,15.825999999999999
FALSE POSITIVE,1.319677953,132.06143,0.62,1.9780000000000002,100.7,1.13,1843,2729.71,17.4,6306,4.426,1.0759999999999998,298.34653,40.139790000000005,14.332
CONFIRMED,12.28299829,170.39809,0.047,2.7096,2794.7,2.83,431,8.14,137.2,3879,4.708,0.537,284.94097999999997,46.56654,15.472999999999999
CONFIRMED,115.6863392,246.98666,0.226,4.65,945.9,3.52,401,6.09,20.7,5800,4.327,1.149,291.2681,44.48819,15.174000000000001
CONFIRMED,3.81371423,132.57465,0.306,1.973,281.0,1.37,1029,264.63,11.4,5547,4.571000000000001,0.82,291.39786000000004,45.588558,15.89
FALSE POSITIVE,2.637574744,134.212775,0.909,5.4573,5423.5,9.16,1385,868.86,222.8,6108,4.466,1.03,293.6701,46.29567,15.106
CONFIRMED,16.3012727,133.79446000000002,0.88,3.9739999999999998,259.5,1.54,557,22.73,19.7,4873,4.558,0.7959999999999999,285.29575,44.55275,14.61
CONFIRMED,13.32354078,134.03671,0.225,3.873,116.6,1.32,872,136.61,16.3,6113,4.341,1.218,286.62576,37.5373,12.867
CONFIRMED,2.6075451590000003,131.83453,0.20600000000000002,1.3916,351.5,2.07,1431,993.79,23.0,6147,4.435,1.0959999999999999,287.79385,45.98024,15.618
CONFIRMED,3.24417541,132.94013999999999,0.7609999999999999,1.992,371.9,1.84,1047,283.66,18.0,5094,4.468999999999999,0.87,291.95999,44.900021,15.77
FALSE POSITIVE,6.85567248,136.01953,0.479,2.2680000000000002,197.7,1.27,897,153.07,17.2,5734,4.538,0.883,288.88122999999996,44.959209,14.738
FALSE POSITIVE,2.28607282,133.55700000000002,0.059000000000000004,7.82,261.8,1.01,942,186.39,35.9,4583,4.65,0.654,297.22393999999997,47.025162,15.546
CONFIRMED,3.65690909,134.95269,0.217,2.064,107.4,1.32,1368,828.52,12.8,6078,4.294,1.271,293.50049,44.932460999999996,14.46
CONFIRMED,8.38395796,134.41408,0.892,5.2,108.5,3.24,1285,645.64,14.1,5405,3.741,2.605,292.12521,41.40781,14.667
CONFIRMED,1.68189051,133.07951,0.415,2.992,83.2,1.27,1790,2432.14,17.4,5827,4.191,1.374,289.95651000000004,47.02039,14.812000000000001
FALSE POSITIVE,8.59000355,131.97492,0.909,6.68,298.1,1.82,843,119.26,18.9,5817,4.538,0.8759999999999999,298.75491,46.941589,15.408
CONFIRMED,7.12815163,136.88006000000001,0.201,5.522,45.9,1.36,1373,839.5,22.0,6311,3.998,1.994,284.42273,49.10622,11.392000000000001
FALSE POSITIVE,0.872952088,131.49733999999998,1.1,1.4499,137.3,25.5,3165,23715.46,41.6,7102,3.972,2.082,289.80298,47.259159000000004,12.335
CONFIRMED,7.01074295,138.4027,0.42700000000000005,2.1787,222.8,3.76,1453,1054.63,21.3,5814,3.745,2.476,290.6333,40.136990000000004,14.689
CONFIRMED,17.292263100000003,135.75448,0.865,7.042000000000001,203.1,2.13,809,101.22,23.7,5936,4.261,1.2990000000000002,296.37692000000004,50.621471,14.15
CONFIRMED,45.0909201,133.55146000000002,0.9570000000000001,4.605,436.3,2.44,487,13.27,14.1,5790,4.5280000000000005,0.9,292.11517000000003,49.256432000000004,14.975999999999999
CONFIRMED,15.0539886,135.53329,0.8859999999999999,4.422,221.5,1.44,665,46.3,16.3,5475,4.479,0.818,298.95032000000003,46.692799,14.503
CONFIRMED,1.5654126130000001,132.91281,0.003,0.7572,2754.6,1.73,648,41.85,48.6,3464,4.923,0.32799999999999996,282.25021,44.921108000000004,16.257
CONFIRMED,5.14892346,133.31971000000001,0.7190000000000001,0.9613,2355.0,1.72,436,8.54,25.4,3464,4.923,0.32799999999999996,282.25021,44.921108000000004,16.257
FALSE POSITIVE,0.730943372,131.49862,0.792,3.0039999999999996,134.7,1.37,2190,5461.14,27.0,6143,4.418,1.067,289.7934,38.385078,15.020999999999999
FALSE POSITIVE,0.515552803,131.65171899999999,1.128,1.7869,1224.1,13.96,1807,2508.21,79.6,5068,4.556,0.73,281.55936,42.520489000000005,15.786
CONFIRMED,6.73968289,132.29296000000002,0.662,4.183,142.0,1.48,1011,246.9,15.4,5511,4.261,1.176,280.82339,42.636051,14.455
CONFIRMED,41.74598855,210.399151,0.049,4.6125,421.8,2.4,584,27.58,110.5,5978,4.316,1.171,289.6644,48.706210999999996,11.854000000000001
FALSE POSITIVE,75.378004,167.11715,0.9890000000000001,6.744,447.8,3.82,455,10.13,20.5,5876,4.374,1.077,297.62936,41.637459,13.693
CONFIRMED,213.258526,268.13424,0.037000000000000005,7.768,1992.3,2.72,202,0.39,36.1,4477,4.649,0.637,290.37631,41.150742,15.165
CONFIRMED,4.8712236639999995,133.64255,0.706,1.5916,6462.0,1.56,341,3.18,50.5,3157,5.112,0.18,298.73611,46.498634,17.475
CONFIRMED,2.9841577110000004,133.11908,0.45,1.2637,2598.0,0.92,401,6.12,24.3,3157,5.112,0.18,298.73611,46.498634,17.475
CONFIRMED,2.8867624,131.66592,0.92,0.9879,631.8,1.24,557,22.75,37.1,3483,4.875,0.389,290.95615,49.366398,14.717
FALSE POSITIVE,2.75505467,133.42201,0.738,3.426,85.5,1.74,1783,2387.41,27.8,6257,4.063,1.7480000000000002,290.63736,48.883133,13.883
FALSE POSITIVE,1.572181216,131.77456,1.149,7.218999999999999,219.5,77.12,3384,30903.98,48.2,6622,3.4210000000000003,4.315,297.11057,39.703911,13.157
FALSE POSITIVE,2.72288246,131.90948,0.08,2.408,152.6,1.06,1162,431.75,15.5,5458,4.53,0.872,297.38027999999997,39.941071,15.003
CONFIRMED,1.574090323,131.86116,0.071,1.5796,224.9,0.93,998,234.92,17.7,4313,4.662,0.65,288.41652999999997,47.878731,15.571
FALSE POSITIVE,0.947738312,132.38567,0.022000000000000002,1.206,202.2,0.88,1229,537.85,13.9,4464,4.643,0.638,290.73154,39.920269,15.761
CONFIRMED,2.279523364,133.3576,0.033,1.6202,126.8,0.87,1123,374.78,16.7,5017,4.516,0.797,292.4404,43.209431,14.589
CONFIRMED,12.285471800000002,131.90073,0.29100000000000004,2.9960000000000004,1617.1,2.21,434,8.39,23.8,3891,4.718,0.564,283.33606000000003,47.174541,16.279
CONFIRMED,58.0337426,138.7412,0.021,5.584,807.1,3.21,486,13.17,34.9,5467,4.271,1.1520000000000001,299.50174,40.670799,14.467
CONFIRMED,14.425263500000002,136.75608,0.013000000000000001,3.7539999999999996,221.2,1.68,773,84.28,15.2,5467,4.271,1.1520000000000001,299.50174,40.670799,14.467
CONFIRMED,26.675781800000003,149.99527,0.713,2.696,474.8,2.69,630,37.15,20.0,5467,4.271,1.1520000000000001,299.50174,40.670799,14.467
CONFIRMED,0.8683863540000001,132.06741,0.135,1.0659999999999998,488.5,1.52,1389,880.33,27.3,4792,4.627,0.7040000000000001,288.43359,40.380878,15.898
CONFIRMED,11.8288843,137.6991,0.2658,3.3369999999999997,191.0,1.18,730,67.13,9.1,5653,4.551,0.857,286.39862,45.343529,15.228
FALSE POSITIVE,1.4803239780000002,131.7553,0.617,1.8330000000000002,166.2,1.46,1743,2180.25,43.4,5996,4.342,1.081,282.01251,46.4282,13.66
FALSE POSITIVE,1.11431205,131.75648999999999,0.141,2.112,160.4,1.07,1635,1691.99,15.5,5776,4.553999999999999,0.8490000000000001,295.86008,39.140839,15.411
CONFIRMED,0.6756504040000001,131.68114,0.03,1.8261,200.7,1.36,2085,4473.06,22.4,5966,4.493,0.961,294.76697,41.64468,15.892000000000001
FALSE POSITIVE,10.06478627,135.24121,0.7290000000000001,2.86,285.7,1.49,729,66.74,18.6,5438,4.574,0.82,288.96942,44.359009,14.89
FALSE POSITIVE,1.12976597,132.526,0.33799999999999997,3.096,133.7,0.83,1429,987.44,14.3,5366,4.625,0.715,294.30652000000003,39.765282,15.625
CONFIRMED,16.23191704,171.67758,0.017,7.461,501.6,3.54,926,174.1,194.9,5919,4.042,1.585,291.25018,49.231834,11.866
FALSE POSITIVE,15.412676600000001,144.9757,0.958,3.4019999999999997,599.8,2.82,618,34.56,7.5,5240,4.555,0.856,296.54736,39.222542,14.373
FALSE POSITIVE,1.110599919,131.57273999999998,0.214,1.3493,157.6,1.07,1539,1320.65,38.7,5227,4.463,0.867,286.86526000000003,41.796021,14.139000000000001
CONFIRMED,21.86965714,140.29513,0.557,5.5177,125.5,1.51,790,92.0,43.5,6214,4.238,1.297,289.34732,44.208511,10.5
CONFIRMED,9.02436414,133.54199,0.013999999999999999,3.011,214.6,1.62,939,183.39,23.5,5885,4.348,1.111,290.94449,40.480042,13.642000000000001
FALSE POSITIVE,0.8788557709999999,131.49524,0.41,1.1014,269.7,1.57,1864,2857.19,25.3,5727,4.438,0.937,294.57697,38.265518,14.853
FALSE POSITIVE,1.00652785,131.71627,0.467,1.3175,125.9,1.03,1815,2556.97,17.9,6089,4.527,0.889,294.63833999999997,39.39798,14.716
CONFIRMED,25.8730914,143.28644,0.196,5.085,694.4,2.88,667,46.82,20.1,6036,4.382,1.093,285.79724,40.93618,15.323
CONFIRMED,7.44136102,137.74695,0.862,4.553999999999999,79.7,1.33,1075,315.02,14.2,5937,4.251,1.291,284.56567,41.778481,13.700999999999999
CONFIRMED,99.25323359999999,148.53067,0.9470000000000001,7.207999999999999,538.0,2.17,300,1.93,20.5,5010,4.623,0.715,285.71741000000003,44.758419,14.699000000000002
FALSE POSITIVE,3.84933401,134.43526,0.591,2.299,503.9,2.12,1147,408.84,13.6,5984,4.521,0.9059999999999999,294.36057,38.948181,15.850999999999999
FALSE POSITIVE,119.08330420000001,163.56212,1.2570000000000001,2.5580000000000003,2951.0,22.19,240,0.78,18.9,4412,4.662,0.623,295.67798,51.257839000000004,15.823
CONFIRMED,6.4802138,132.8598,0.725,3.27,142.0,1.26,934,180.05,13.7,5496,4.417,0.983,298.66235,48.24876,14.421
FALSE POSITIVE,21.3910125,141.29764,0.34700000000000003,3.512,645.8,1.72,483,12.88,25.1,4889,4.637,0.6859999999999999,290.28503,40.689362,14.985
CONFIRMED,14.3832267,140.57648,0.7,8.378,178.5,1.84,889,147.78,39.0,6115,4.249,1.291,290.08276,50.863479999999996,13.312000000000001
CONFIRMED,47.3186631,170.06035,0.18899999999999997,10.465,263.4,2.1,598,30.22,36.2,6115,4.249,1.291,290.08276,50.863479999999996,13.312000000000001
CONFIRMED,11.12827427,139.54417,0.594,2.6118,6057.0,4.04,408,6.52,65.6,3640,4.744,0.503,294.52859,46.640968,16.835
CONFIRMED,2.21571296,131.82107,0.7959999999999999,1.8211,285.1,1.7,1283,638.56,22.1,5417,4.447,0.9009999999999999,297.02008,43.432549,15.392000000000001
CONFIRMED,3.35184041,131.64441000000002,0.091,1.9855,345.3,1.88,1294,661.69,20.0,6198,4.4639999999999995,1.005,294.29453,50.725367999999996,15.526
FALSE POSITIVE,1.615758517,131.68535,0.23399999999999999,1.734,41.7,1.31,2158,5140.67,18.0,5622,3.813,2.017,299.05725,44.074902,12.743
CONFIRMED,3.4462125,132.22894,0.7040000000000001,2.101,83.5,0.7,1015,251.24,15.6,5374,4.555,0.721,288.83136,47.551990999999994,13.850999999999999
CONFIRMED,2.0054142930000003,133.24526,0.8740000000000001,1.9340000000000002,59.5,0.65,1216,516.85,13.9,5374,4.555,0.721,288.83136,47.551990999999994,13.850999999999999
FALSE POSITIVE,1.8685640380000001,132.51442,0.456,1.192,176.7,1.4,1565,1417.56,17.2,6065,4.427,1.023,289.64763999999997,43.579182,14.944
CONFIRMED,15.1408916,143.74584,0.136,4.359,476.8,1.93,714,61.42,20.1,5926,4.532,0.887,288.76697,46.394421,15.679
CONFIRMED,2.44358543,132.80194,0.258,1.8519999999999999,59.1,0.67,1249,574.37,11.9,5561,4.486000000000001,0.873,284.45947,40.142559000000006,13.347999999999999
FALSE POSITIVE,1.7592691000000003,132.07551999999998,0.564,2.381,140.4,1.21,1519,1254.94,13.5,5784,4.416,0.9840000000000001,295.23151,44.1129,15.229000000000001
CONFIRMED,2.226496196,133.37195,0.048,1.7073,1839.1,2.1,697,55.76,36.0,3640,4.744,0.503,294.52859,46.640968,16.835
CONFIRMED,0.962864171,132.12548,0.736,1.6802,303.5,1.52,1666,1828.67,31.6,5704,4.575,0.804,293.20453,45.435398,15.81
CONFIRMED,16.23847733,171.019564,0.7659999999999999,3.9699,646.7,2.76,711,60.35,125.8,5683,4.422,0.993,297.06961,40.525131,10.297
CONFIRMED,44.616751,164.45238,0.618,7.831,239.7,2.31,693,54.56,28.4,6763,4.22,1.4240000000000002,292.47797,46.022831,13.790999999999999
