koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
1,68.95844699999999,179.08158,0.821,3.128,123.3,1.11,402,6.17,30.0,5455,4.497,0.888,293.6792,46.85276,9.439
1,9.69315023,132.81362,0.7340000000000001,5.6725,141.8,1.89,1017,253.08,45.1,5683,4.1080000000000005,1.472,290.06049,47.16396,12.727
0,8.48031229,135.85318999999998,0.951,7.105,351.1,2.58,952,193.86,37.3,5910,4.364,1.078,298.83334,46.65453,14.613
1,6.92101452,135.64343,0.7709999999999999,4.3591,529.7,1.48,619,34.85,39.9,4461,4.6610000000000005,0.585,281.89835,42.165791,14.832
1,3.27344784,134.45023,0.44,1.7292,262.5,0.81,625,36.05,34.0,3758,4.769,0.496,287.34674,47.772961,14.22
1,15.3789014,143.40628999999996,0.359,4.662,185.1,2.94,1039,275.53,17.6,5817,3.877,2.153,282.92499,48.626389,13.127
0,24.68662378,137.53976,0.643,15.168,8052.3,48.04,1149,412.55,210.9,4648,2.9960000000000004,5.1320000000000014,294.207,38.22345,14.633
1,71.52543938,191.69147,0.066,5.9189,5904.3,5.76,340,3.15,111.3,4855,4.542,0.778,287.73755,38.114559,14.521
1,1.72086129,133.0209998,0.725,2.0243,10184.0,13.25,1647,1743.61,1654.9,5742,4.297,1.215,286.11032,43.680962,14.309
1,3.29276797,133.00741000000002,0.6629999999999999,4.8069,80.7,1.39,1458,1068.95,40.8,5683,4.1080000000000005,1.472,290.06049,47.16396,12.727
1,13.72710334,138.74473,0.025,7.3419,199.2,2.38,1005,241.58,62.5,5951,4.017,1.693,282.97897,40.784351,12.119000000000002
1,24.3110031,137.0394,0.146,8.7682,184.4,2.3,831,112.64,48.9,5951,4.017,1.693,282.97897,40.784351,12.119000000000002
1,21.1285655,149.27632,0.36,3.852,176.7,2.88,935,180.55,12.5,5817,3.877,2.153,282.92499,48.626389,13.127
0,24.4851178,137.6248,0.987,4.642,263.8,7.14,1179,456.64,10.9,6655,3.638,2.995,292.22629,43.995312,10.8
1,7.51854537,132.53078,0.13,2.845,286.7,1.42,784,89.41,19.4,5064,4.474,0.8640000000000001,299.21317,41.424831,14.711
1,25.96190067,138.96908,0.02,6.2732,350.3,3.25,850,123.11,37.5,6369,4.088,1.729,295.15811,40.898849,13.2
1,130.3543929,144.06022,0.675,6.474,5128.7,7.7,369,4.36,103.7,5970,4.463,1.015,285.37195,41.993912,15.254
1,1.855557556,137.181028,0.5539999999999999,2.35672,10570.0,10.05,1436,1004.89,1853.8,5657,4.441,0.947,294.51324,45.98164000000001,14.465
1,16.78175788,139.79356,0.502,3.7386,908.0,2.25,545,20.82,118.8,4925,4.588,0.742,295.85938,47.93951,12.970999999999998
1,105.3035093,207.17015,0.027000000000000003,6.214,1362.2,3.18,351,3.58,40.6,5534,4.515,0.875,289.41107,46.130852,14.986
1,2.549562652,132.60803,0.047,1.6999,495.1,1.11,682,50.9,43.7,3716,4.74,0.506,292.64236,44.087669,15.018
1,13.96950181,132.17062,0.901,1.5871,1110.0,2.04,387,5.29,37.0,3716,4.74,0.506,292.64236,44.087669,15.018
1,5.21230171,132.71052,0.187,2.0980000000000003,430.0,1.04,537,19.7,29.3,3716,4.74,0.506,292.64236,44.087669,15.018
1,17.76076524,137.50778,0.627,1.6679,1287.2,1.93,368,4.34,42.6,3826,4.744,0.516,290.7084,42.237251,15.22
1,10.55840479,136.34448999999998,0.31,3.366,194.2,1.41,796,94.94,14.6,5353,4.3580000000000005,1.023,293.35172,48.444641,14.531
1,6.98800953,132.56964,0.024,3.103,193.2,1.39,914,164.86,17.1,5353,4.3580000000000005,1.023,293.35172,48.444641,14.531
1,105.3582299,138.68069,0.75,3.81,1210.2,1.87,204,0.41,22.6,3883,4.762,0.496,297.50986,46.961262,15.157
1,22.8245144,144.46843,0.279,6.617000000000001,322.7,3.36,946,189.46,15.9,6642,4.057,1.846,295.93347,40.30057100000001,12.345
1,7.05675145,132.53512,0.631,2.0261,130.0,1.68,1196,483.95,25.2,6388,4.244,1.402,297.25504,40.54837,12.556
1,34.8536903,164.04668,0.493,5.332999999999998,767.7,2.4,522,17.62,27.0,5818,4.5539999999999985,0.848,295.34271,46.602261,14.876
1,2.41434868,132.42878000000002,0.221,1.2701,191.0,0.97,953,195.08,30.0,4507,4.573,0.7240000000000001,291.41864,39.127419,13.156
1,4.30656389,132.44098,0.894,4.1107,257.0,1.95,1177,453.2,39.8,6108,4.466,1.03,290.60114,44.556381,14.136
0,12.96471775,136.143342,1.2819999999999998,1.8303,3732.9,39.93,834,114.24,183.3,6210,4.45,1.033,293.1962,42.370628,14.384
0,1.731079436,134.77976999999998,1.404,1.8419,11974.0,56.05,1541,1332.5,36.2,6045,4.494,0.955,296.30573,41.31712,15.505
1,7.794302042999999,137.260385,1.06,1.1081,3387.4,16.51,882,142.82,159.2,5494,4.405,0.982,285.26859,48.560009,12.394
1,5.248667607,135.516708,0.847,1.917,601.2,2.84,1056,293.42,59.5,5807,4.437,1.012,292.53082,49.06171,13.345
1,7.96431492,136.81646,0.189,1.5342,746.0,2.44,805,99.42,44.3,5185,4.44,0.91,281.58292,47.233631,14.425
1,71.3116598,132.39238999999998,0.035,8.812999999999997,2138.0,4.94,475,12.01,43.4,6194,4.445,1.069,295.8093,40.008511,15.674
0,15.44428875,138.1678,1.275,2.0791,3596.2,37.58,731,67.39,44.9,5895,4.489,0.991,299.6517,40.545681,15.838
1,1.411230023,132.641925,0.851,1.4325,388.2,1.71,1164,436.04,89.3,4575,4.564,0.737,283.7175299999999,47.204449,13.59
1,13.47472742,133.48998999999998,0.025,2.5995,729.6,1.96,634,38.21,25.3,5395,4.615,0.7340000000000001,295.2049,42.559681,15.164
1,2.29503515,132.69329,0.16,1.654,172.1,1.18,1304,681.51,11.6,5637,4.482,0.909,290.48676,44.93262100000001,13.09
1,27.495634000000006,133.28538,0.664,4.8580000000000005,483.3,2.11,590,28.66,24.7,5657,4.401,0.911,299.526,46.899261,14.55
1,14.08826442,137.34333999999998,0.133,4.1847,889.4,2.66,724,64.97,34.2,5853,4.529,0.895,297.45215,41.558128,15.624
1,3.905081685,133.4150433,0.131,2.8213,21340.0,12.78,1046,282.59,1315.8,5543,4.54,0.887,294.8655100000001,46.285851,15.127
1,110.9643706,187.04621,0.7290000000000001,12.831,1283.2,2.11,239,0.77,42.1,4441,4.695,0.546,294.59579,45.875031,15.498
1,6.94135824,137.5437,0.871,1.8899,825.0,2.96,876,139.05,43.1,5527,4.4910000000000005,0.88,288.81195,39.77066,13.828
1,4.36273233,135.23342,0.732,2.2375,341.6,1.76,1023,258.7,25.6,5527,4.4910000000000005,0.88,288.81195,39.77066,13.828
1,18.6848377,136.14587,0.405,3.7965,1251.5,1.93,402,6.16,41.2,4156,4.712,0.545,299.26804,45.227428,15.434
1,82.5341188,209.12763,0.033,4.8556,1895.4,2.45,260,1.08,40.1,4316,4.678,0.58,297.0906700000001,49.626572,15.187
1,10.99470891,137.35769,0.265,1.5929,884.7,1.71,512,16.24,32.7,4302,4.6610000000000005,0.586,289.3520200000001,46.973728,15.389
1,3.76417012,132.35461999999998,0.287,2.0111,558.4,1.7,908,160.99,27.2,5063,4.617,0.728,289.22021,41.706478,15.484000000000002
1,5.92972237,135.49811,0.048,2.518,412.1,1.92,972,210.95,8.9,5741,4.492,0.956,293.67648,44.615582,14.746
1,12.2476121,138.2196,0.116,3.209,402.7,1.9,763,80.29,6.8,5741,4.492,0.956,293.67648,44.615582,14.746
1,46.8776724,137.66791,0.8340000000000001,10.041,539.8,2.62,484,13.01,37.5,5504,4.418,0.993,286.02518,39.630932,14.632
1,13.09390911,144.525,0.86,2.2805,398.7,2.2,752,75.58,62.2,5772,4.487,0.956,294.45386,44.145973,12.706
1,4.915385452,132.69448,0.484,2.7757,225.5,1.46,1042,279.43,65.6,5772,4.487,0.956,294.45386,44.145973,12.706
0,87.455958,136.23042,1.262,18.257,1604.9,70.11,728,66.26,118.9,7700,4.018,2.111,291.24683,44.00042,13.36
0,0.805259257,132.10091599999998,1.245,1.42246,1384.3,63.55,2723,12990.09,329.7,5872,3.926,2.022,290.12653,41.601082,13.742
1,9.76785911,139.43968,0.916,2.1649,585.4,2.54,749,74.48,54.1,5371,4.513,0.852,287.25668,46.066769,13.765999999999998
1,22.08551599,135.23432,0.6559999999999999,2.1727,3157.4,3.34,352,3.63,48.5,3828,4.712,0.565,292.61411,44.394661,15.967
0,4.693305543,136.8627229,0.23,5.17249,14523.0,17.85,1389,881.73,1765.2,6365,4.22,1.47,283.1663200000001,45.403061,12.291
0,8.3606759,138.81933999999998,0.259,6.287000000000001,194.8,1.49,929,176.04,17.7,5771,4.374,1.068,290.3286700000001,37.72311,13.982
0,26.635216,155.5577,1.242,5.949,1492.8,27.64,536,19.45,30.6,5215,4.455,0.882,295.849,46.18129,15.550999999999998
1,17.84850835,148.39117,0.8490000000000001,5.8919,391.2,3.29,888,146.82,43.5,6188,4.152,1.465,285.41962,39.706108,13.781
1,26.1363443,131.61796,0.187,6.613,362.2,2.8,782,88.29,38.1,6188,4.152,1.465,285.41962,39.706108,13.781
1,11.1895709,140.63504,0.541,5.3,143.3,1.81,1037,273.37,19.9,6188,4.152,1.465,285.41962,39.706108,13.781
1,2.757977384,131.87906999999998,0.875,2.1489,211.0,1.69,1332,744.97,22.5,5919,4.435,1.0,296.23001,50.27523,13.263
0,18.692860600000003,143.83318290000003,0.116,3.88584,51256.0,14.81,528,18.4,1281.9,5190,4.66,0.66,295.03354,46.600151,16.147000000000002
1,14.80075082,132.82179,0.3670000000000001,5.7620000000000005,501.4,17.38,1912,3158.09,54.0,6327,3.092,7.6629999999999985,292.17117,40.81137800000001,12.538
0,87.24250316,153.344695,0.884,4.1206,17860.0,15.86,390,5.49,335.2,5671,4.501,0.955,292.09824,47.940819,14.288
1,16.87725775,138.64907,0.516,3.7917,818.4,2.54,642,40.09,43.1,5497,4.512,0.872,282.03549,43.63127100000001,14.101
1,12.05705659,135.41595,0.5479999999999999,2.3462,523.9,1.96,689,53.26,20.8,5365,4.537,0.8340000000000001,295.31314,46.237492,13.576
1,28.26727385,140.92561,0.01,4.5839,1160.2,2.93,517,16.84,42.1,5132,4.457,0.8859999999999999,284.61572,39.131039,14.907
1,3.770590654,133.39088,0.24,2.029,314.4,2.13,1272,619.65,37.1,5714,4.274,1.208,291.9128100000001,41.533611,14.668
1,2.7073064,132.43068,0.006999999999999999,3.4378,69.5,1.36,1709,2012.12,31.7,6045,4.069,1.629,289.2333700000001,49.938931,11.894
0,23.11707222,149.56221000000005,0.807,3.9948,2407.5,4.37,548,21.26,61.2,5275,4.505,0.7959999999999999,295.9024,39.918362,15.462
1,66.4159789,188.13988,0.371,7.061,2053.2,3.44,376,4.71,33.6,5383,4.603,0.759,291.95099,38.251701,15.983
1,27.6666375,143.86343,0.519,6.315,324.0,2.04,622,35.27,24.4,5616,4.327,1.111,289.8615700000001,43.472771,14.601
1,57.24885179999999,184.6864,0.022,6.082999999999998,1455.6,3.19,431,8.17,29.8,5642,4.542,0.846,286.4527,42.657879,15.99
1,37.05517260000001,200.20176,0.884,5.439,1028.8,3.19,498,14.59,23.2,5642,4.542,0.846,286.4527,42.657879,15.99
1,16.33269981,136.90909,0.893,2.174,300.4,1.61,591,28.76,17.5,5208,4.563,0.772,299.8965100000001,46.051971,12.957
1,10.05550267,173.2234,0.061,2.951,147.7,0.92,694,54.96,13.6,5208,4.563,0.772,299.8965100000001,46.051971,12.957
1,1.653889476,132.18845,0.226,1.7242,124.4,0.97,1373,838.03,22.3,5390,4.499,0.8759999999999999,281.34882000000005,44.295238,13.53
1,3.553831111,134.64066,0.74,3.1029,191.8,1.62,1292,658.37,77.4,6015,4.37,1.081,291.38223,38.127468,12.722
1,1.6783263,136.05258999999998,0.91,2.5123,146.3,1.57,1659,1797.15,76.1,6015,4.37,1.081,291.38223,38.127468,12.722
1,5.65378163,131.71154,0.439,1.9483,366.8,1.82,1020,256.14,37.8,5988,4.507,0.934,296.75415,49.20874,14.377
1,5.99185827,136.88244,0.905,1.7215,186.3,2.75,1355,796.76,32.1,6157,4.049,1.695,299.66046,46.198421,12.239
1,14.30517579,135.06301000000002,0.924,4.535,863.4,3.05,693,54.59,37.5,5741,4.555,0.846,286.27386,48.61871,15.338
1,22.7082375,133.72114,0.032,3.503,298.8,1.72,677,49.67,22.0,6170,4.472,0.992,294.26633,45.204311,14.574000000000002
1,7.97033985,136.55775,0.107,2.6675,490.8,1.81,839,116.77,23.5,5774,4.567,0.818,287.87939,43.364071,15.833
1,8.49640437,138.73595,0.628,2.2128,834.0,2.14,702,57.43,21.8,5093,4.586,0.7090000000000001,284.3511,40.852982,15.888
1,66.18436460000001,141.62259,0.877,5.155,560.5,2.72,436,8.57,21.3,5640,4.447,0.978,292.36957,43.910809,14.862
1,2.032318856,132.64394,0.009000000000000001,1.1596,287.5,1.12,1011,247.21,20.4,4670,4.635,0.682,291.66928,42.59071,15.13
1,2.892216772,132.87726,0.8059999999999999,1.3596,360.5,1.31,794,93.66,23.9,4229,4.655,0.615,294.7093799999999,45.969501,15.068
1,2.543063763,132.68159,0.215,2.8473,152.0,1.26,1319,716.3,26.5,5579,4.3889999999999985,1.029,295.50269,43.232792,14.736
1,3.177414601,134.478892,0.7859999999999999,1.5262,1134.3,2.65,997,233.26,113.7,5303,4.63,0.708,286.16205,39.678001,14.708
1,2.168451063,132.14106999999998,0.207,1.4580000000000002,466.9,2.41,1558,1389.18,45.5,6153,4.382,1.109,288.74994,48.277168,15.140999999999998
1,37.8154157,141.10346,0.5329999999999999,4.662,286.4,1.21,401,6.09,22.4,4856,4.624,0.705,297.29242,49.981628,12.879
1,53.5783052,171.1857,0.769,5.194,224.9,1.16,357,3.82,15.4,4856,4.624,0.705,297.29242,49.981628,12.879
1,10.71253475,137.16499,0.72,2.7186,1198.6,2.02,485,13.09,31.2,4175,4.715,0.544,299.07709,45.440639,15.813
1,32.563524900000004,163.46038,0.371,5.417999999999998,578.3,2.05,490,13.63,24.1,5225,4.505,0.8590000000000001,283.29214,45.434109,15.48
1,6.11784972,133.61873,0.391,3.458,60.5,1.05,1211,509.24,25.8,6226,4.247,1.3330000000000002,290.23584,50.03009,12.168
1,3.97599629,133.62238,0.331,2.2029,206.0,1.11,936,181.47,27.3,5143,4.561,0.778,287.52963,38.894508,14.11
0,0.990516282,131.84152,0.989,2.019,101.6,3.52,2841,15469.83,20.4,5975,3.755,2.399,299.84909,47.20256,13.405
1,15.0447098,133.20895,0.022,5.823,97.9,1.51,931,177.24,23.4,5798,4.025,1.525,293.72586,47.24704000000001,13.037
0,29.0726293,136.97364,0.682,2.516,439.6,2.32,614,33.69,20.9,5799,4.37,1.042,290.3751200000001,41.43375,14.409
1,6.42199919,134.58037,0.281,2.6192,161.6,1.25,1000,236.21,25.4,5985,4.468,0.981,291.87134,44.087379,13.862
1,81.3153052,175.9957,0.013,5.807,715.5,2.55,393,5.64,20.7,5325,4.39,0.975,294.56937,45.671261,15.111
1,51.3283527,177.67418,0.5820000000000001,9.357,692.3,3.06,546,21.06,34.7,6119,4.353,1.119,281.32257000000004,48.066502,14.955
1,62.8917493,139.12778,0.632,6.831,791.0,2.5,384,5.13,22.6,5052,4.48,0.855,286.36746,48.423931,15.481
1,14.87149773,137.69573,0.018000000000000002,2.4076,944.9,1.59,391,5.51,27.3,3825,4.749,0.524,293.67422,47.908459,15.673
1,2.732767897,354.0958100000001,0.748,1.1102,613.1,1.42,687,52.68,27.0,3825,4.749,0.524,293.67422,47.908459,15.673
0,119.8401019,161.863461,1.269,3.6796,5448.7,26.96,255,1.0,83.7,4602,4.637,0.675,287.40244,39.190731,14.945
1,9.61375316,132.185679,0.604,4.654,797.9,3.27,931,177.26,108.6,5997,4.364,1.11,290.35815,44.518749,14.283
1,15.18727049,134.05495,0.8390000000000001,4.509,292.5,1.94,789,91.56,21.4,6136,4.414,1.005,294.6148100000001,40.833172,14.724
1,0.5880010529999999,132.058754,0.403,1.1451,297.4,0.99,1188,473.45,50.9,3814,4.687,0.57,292.77338,44.178131,14.934
1,85.7357202,170.98121,0.033,7.625,747.7,2.94,448,9.54,20.8,6096,4.397,1.077,289.4415,42.498131,15.300999999999998
1,1.078389713,133.25041000000002,0.846,1.3394,300.5,1.98,1667,1817.38,23.6,5325,4.384,0.985,290.27969,41.515049,15.143
1,5.03728033,134.1094,0.96,2.0619,76.3,1.55,1321,720.22,20.9,6387,4.271,1.381,294.46854,49.33102,12.189
1,3.289726319,131.75522,0.052000000000000005,2.3274,234.9,1.37,1116,367.18,27.0,5463,4.492,0.91,286.28473,44.781551,14.866
1,7.18644594,136.62345,0.892,1.4972,402.0,2.19,860,129.48,23.8,5463,4.492,0.91,286.28473,44.781551,14.866
1,15.94248453,146.33157,0.022,3.4894,1093.7,2.62,616,34.06,34.3,5376,4.5760000000000005,0.8059999999999999,293.82431,42.779701,15.886
1,11.55562042,138.19752,0.8740000000000001,1.6758,441.5,2.11,703,57.75,22.7,5420,4.555,0.85,293.32242,42.86747,14.816
1,19.0231361,139.65988000000002,0.698,3.431,401.6,2.04,647,41.5,19.7,5569,4.459,0.954,292.17114,40.91630900000001,15.198
1,4.57948235,135.09685,0.055,3.1060000000000003,207.1,1.35,1040,276.82,20.0,5569,4.459,0.954,292.17114,40.91630900000001,15.198
0,0.614083885,132.46969,0.106,0.9817,389.5,2.55,2603,10827.22,36.4,6521,4.352,1.276,297.01965,49.997379,15.177
1,55.82247750000001,169.03741000000005,0.031,5.457000000000002,879.6,2.13,379,4.85,23.7,5162,4.6110000000000015,0.736,287.2977,47.455441,15.624
0,1.34145255,132.69106000000002,0.68,7.502000000000002,26.6,1.31,3015,19568.74,31.2,7495,3.926,2.389,294.15366,46.309681,12.783
1,6.11010439,136.91214,0.284,2.314,59.7,0.93,1125,378.84,11.8,6213,4.387,1.195,294.91156,46.491459000000006,12.716
1,4.286866229,138.614882,0.757,4.4726,1321.9,4.14,1217,517.66,167.3,6228,4.441,1.0490000000000002,291.08014,43.860199,14.982
1,13.39155154,133.05499,0.539,3.391,48.9,1.58,1180,459.23,24.5,6197,3.837,2.188,285.1828,43.83107800000001,10.421
1,5.62904396,134.74679,0.237,3.7295,39.5,1.39,1576,1459.41,32.2,6197,3.837,2.188,285.1828,43.83107800000001,10.421
1,76.95705600000002,192.33682,0.638,9.551,367.1,2.09,451,9.81,26.5,5878,4.363,1.041,286.0029600000001,44.756592,14.353
1,9.98970266,133.76102,0.005,3.7,988.4,2.48,705,58.26,24.1,5265,4.58,0.81,292.16858,43.779671,15.909
1,5.63252508,133.81818,0.455,2.1448,634.4,2.04,844,119.75,70.9,5216,4.58,0.804,295.10995,43.915211,14.353
1,1.442592305,134.07188,0.207,2.9698,166.0,2.67,2700,12557.23,27.1,7216,3.983,2.043,294.9589200000001,38.591572,11.558
1,14.17222858,142.60134,0.8690000000000001,2.6297,246.8,2.39,873,137.33,24.5,5845,4.2,1.314,291.60718,38.410389,13.776
1,4.92031063,135.40577,0.242,4.046,81.0,1.18,1242,562.99,17.7,5845,4.2,1.314,291.60718,38.410389,13.776
1,13.82142084,131.79237,0.904,3.985,765.2,2.2,560,23.15,75.3,4983,4.66,0.6509999999999999,286.75278,49.064911,14.139
0,2.30367952,133.76908999999998,0.964,3.0898,136.4,1.3,1384,866.21,18.9,6191,4.546,0.865,287.80408,43.168961,15.206
1,11.08507658,355.03627,0.8190000000000001,1.751,771.8,2.5,665,46.17,17.7,5080,4.538,0.7929999999999999,291.88126,44.555729,15.938
1,0.571038347,131.653752,0.8759999999999999,1.1267,242.1,1.65,1897,3069.59,38.2,5132,4.457,0.8859999999999999,291.04993,39.14167,14.098
1,4.51005082,134.56954,0.115,2.1533,294.8,1.74,1063,301.74,21.5,5362,4.352,1.032,296.04233,45.985142,14.979
1,37.6468519,161.46355,0.008,6.3439999999999985,427.4,5.37,787,90.85,31.0,5443,3.74,2.652,291.64624,39.396629,14.288
1,34.76305429999999,161.74217,0.731,4.309,293.7,1.75,554,22.23,24.0,5670,4.387,0.95,292.32645,38.657581,13.865
1,20.0545282,136.56587,0.939,7.172999999999999,305.4,2.63,755,76.97,26.9,6056,4.332,1.209,291.2562,49.258949,14.880999999999998
1,3.17059731,132.67813,0.7929999999999999,1.6686,325.4,1.69,1080,321.28,20.1,5431,4.563,0.843,285.89923,48.307301,15.353
1,27.0142622,132.52245,0.009000000000000001,5.385,287.6,2.0,677,49.65,25.5,5949,4.303,1.1840000000000002,295.422,38.735691,13.86
1,12.50945798,136.99217,0.626,3.479,155.3,1.54,875,138.54,16.0,5949,4.303,1.1840000000000002,295.422,38.735691,13.86
1,26.0203329,154.5286,0.7040000000000001,4.965,1164.4,4.53,675,49.09,23.7,5624,4.218,1.244,290.4745200000001,37.766602,15.889
1,0.769854899,132.51944,0.705,1.0243,109.6,0.93,1650,1756.8,28.7,5173,4.55,0.8220000000000001,293.1311,45.663551,13.829
1,6.89226333,132.4644,0.061,2.4921,214.4,2.13,1156,422.14,22.4,5862,4.148,1.463,281.83145,42.298908,14.207
1,8.07127043,137.76604,0.271,2.393,318.2,1.53,856,126.94,16.9,5766,4.517,0.853,292.83215,48.21936,15.553
1,11.01819178,139.87858,0.883,4.635,545.7,2.64,840,117.97,22.0,6075,4.4860000000000015,0.969,285.72079,40.85696,15.832
1,30.9505927,153.84507,0.958,5.394,301.4,1.51,428,7.91,23.2,4983,4.66,0.6509999999999999,286.75278,49.064911,14.139
0,3.979867514,132.071233,1.216,2.3607,907.6,26.5,1173,446.89,65.2,6032,4.485,0.973,295.6402,40.794842,14.782
1,9.69310837,134.53003,0.534,2.734,1130.7,2.12,609,32.4,30.4,4818,4.6389999999999985,0.618,291.80801,38.6227,15.914
0,24.2598301,132.47982,1.244,3.897,1540.3,25.42,547,21.13,26.3,5485,4.574,0.805,286.94415,42.580631,15.962
0,116.5214317,144.13378,1.26,5.577000000000001,771.5,44.41,457,10.33,25.0,6056,4.1789999999999985,1.411,286.37,37.552521,13.806
1,0.8131663570000001,131.82536000000002,0.06,1.4122,173.5,1.14,1693,1945.44,34.8,5237,4.5,0.887,287.94562,39.230572,14.113
1,24.08632177,148.20086,0.802,2.236,1041.7,2.78,500,14.78,18.0,4973,4.537,0.768,281.6939700000001,46.946449,15.464
0,17.40208965,141.93057,1.216,3.745,616.5,16.37,422,7.49,20.9,4098,4.662,0.615,291.37744,47.21257,15.245
1,37.9456138,134.78331,0.263,4.093,1032.9,2.79,515,16.61,24.0,5861,4.546,0.865,289.1427,46.812889,15.939
0,1.141877248,170.3386848,0.598,4.33931,309490.0,88.62,2184,5358.79,2036.3,6158,4.152,1.368,285.39404,38.904911,13.418
0,5.77675928,143.09616,1.272,6.789,3522.5,32.77,954,195.79,141.4,5544,4.435,0.875,298.80206,44.420349,14.572
1,24.1738244,135.62471000000002,0.251,3.056,532.6,2.21,595,29.69,21.5,5468,4.427,0.968,297.91974,45.274158,15.056
1,1.217000383,132.03128,0.028,1.3285,459.8,1.58,1314,707.61,26.5,4859,4.545,0.757,295.93842,49.791142,15.975
1,13.6823798,139.18611,0.595,4.1530000000000005,179.6,1.43,802,97.74,17.0,6102,4.457,1.026,295.06424,49.35899000000001,14.5
1,14.36270451,141.435,0.272,4.564,349.4,2.31,918,167.88,26.8,6643,4.357,1.216,296.96881,47.751492,14.612
1,6.24667547,136.38688,0.877,11.261,396.8,14.93,1902,3095.83,63.6,4604,2.9360000000000004,6.221,285.67288,44.11673,12.495
1,5.766165572999999,134.01725,0.017,3.8314,364.8,2.27,1159,426.48,65.6,6038,4.284,1.1909999999999998,291.11188,39.949108,14.247
1,18.3027235,142.89166,0.742,8.262,186.7,2.72,902,156.71,24.7,5528,3.892,1.839,292.71445,44.082329,14.31
1,2.888904439,132.15271,0.77,1.6043,402.2,1.68,976,215.06,23.7,4895,4.589,0.759,287.30283,39.289688,15.195
1,17.14648756,140.66122,0.918,4.2354,440.3,3.64,811,102.24,28.3,5559,4.127,1.412,290.04327,47.25798,14.941
1,35.9682692,138.66885,0.883,2.839,269.7,2.95,674,48.68,21.0,5883,4.149,1.529,292.80865,49.579441,13.848
1,25.3690868,143.68698999999995,0.845,4.746,110.1,1.67,755,76.9,21.6,6126,4.224,1.406,287.5849,49.154789,12.476
1,42.3006282,168.77783,0.269,4.372,507.9,2.54,558,22.94,23.8,5852,4.353,1.129,289.4067100000001,39.33884000000001,14.765999999999998
0,0.838597429,141.537817,1.274,1.68668,2482.1,44.67,2278,6353.25,303.7,6366,4.352,1.236,294.9133,41.074711,14.784
1,55.1866213,180.75953,0.225,9.133,375.5,2.47,568,24.56,36.2,6178,4.269,1.267,296.80344,46.74115,13.573
0,1.728528176,131.80851,0.787,3.682,197.6,5.07,2720,12977.86,26.2,6153,3.597,3.279,295.50107,40.410225,12.99
1,14.97436238,141.50056999999995,0.092,2.4461,265.4,1.28,631,37.53,24.9,5311,4.532,0.8,299.23694,45.834702,13.747
1,3.97076603,134.63962,0.775,1.814,349.2,1.6,958,198.43,23.9,5178,4.521,0.778,295.30817,43.044411,15.443
1,2.352273912,131.80267,0.095,1.7389,318.6,1.29,1019,255.03,20.4,4816,4.6080000000000005,0.748,286.71661,47.425629,15.848
0,22.0425953,134.1281,1.1909999999999998,61.2018,348.0,28.78,760,78.85,90.4,5974,4.216,1.26,296.2550700000001,42.53022,12.999
1,106.247882,135.7435,0.586,13.78,397.4,2.01,377,4.75,24.0,5679,4.435,0.972,286.67145,49.406288,14.552
1,8.508333104,134.785645,0.004,3.4559,646.5,2.6,909,161.66,93.4,5767,4.396,1.03,295.95135,43.852051,14.175999999999998
1,12.94123564,139.89901,0.028,4.636,328.8,1.7,795,94.29,22.1,6119,4.497,0.938,296.85342,50.03735,15.012
1,5.3497910000000015,133.8836,0.867,4.279,88.8,1.29,1156,422.79,23.3,6074,4.368,1.183,289.48581,50.94416,13.386
1,12.1628195,137.52402,0.971,2.3161,306.3,3.14,882,142.77,15.2,5587,4.188,1.3090000000000002,299.13617,45.86993,14.623
1,23.5541012,144.21486000000004,0.536,7.3,95.2,2.33,1381,859.63,29.9,9565,4.088,2.286,294.99176,40.144409,11.98
1,41.6977582,134.24608,0.018000000000000002,5.513,684.8,2.26,488,13.45,27.7,5730,4.545,0.87,291.93365,44.115501,15.265
1,4.79029482,134.95277,0.46,2.7219,142.0,1.01,938,183.02,23.1,5412,4.562,0.843,292.08478,49.23748,14.102
1,38.6715843,157.61988,0.773,5.532,599.3,2.45,502,15.03,25.2,5432,4.42,0.913,299.9656700000001,44.16088900000001,14.94
1,8.32651854,135.58655,0.782,5.483,267.9,1.8,938,182.69,27.2,6057,4.45,1.0,297.01913,44.327518,15.06
1,5.53533152,132.76086999999998,0.051,2.793,260.6,1.75,1054,292.33,27.5,5588,4.331,1.1,289.388,50.59705,14.514
1,16.7261969,143.74673,0.496,2.708,194.9,1.56,729,66.83,11.6,5588,4.331,1.1,289.388,50.59705,14.514
1,3.2828024,131.89965,0.159,3.2532,142.5,1.79,1467,1093.39,24.4,5640,4.087,1.515,294.1379100000001,42.370499,14.686
1,1.54320541,131.5554,0.217,2.5779,91.2,1.23,1827,2636.85,35.2,5866,4.2,1.2819999999999998,289.35867,50.59848,13.38
1,49.5004725,139.04294,0.162,5.772,965.2,2.49,402,6.2,27.8,4954,4.5,0.828,291.2431,44.00872,15.565
1,6.47539108,137.5825,0.486,2.7048,530.6,1.92,793,93.41,28.1,4954,4.5,0.828,291.2431,44.00872,15.565
1,37.8658964,134.36237,0.18,4.782,395.2,2.01,543,20.61,25.9,5757,4.431,1.017,291.77164,47.5299,14.5
